"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Bonde Dispensary","13506","utD0QzNAYGv","YHx6ZCdJgEN","1"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Bonde Dispensary","13506","Or56mgfDUk7","YHx6ZCdJgEN","1"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Bonde Dispensary","13506","x8iF42ops9M","YHx6ZCdJgEN","1"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Bonde Dispensary","13506","N0Co2n1ZZOb","YHx6ZCdJgEN","2"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Bonde Dispensary","13506","Lp7FZlb0BjE","YHx6ZCdJgEN","5"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Bonde Dispensary","13506","QAofO5ENOqx","YHx6ZCdJgEN","2"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Bonde Dispensary","13506","utD0QzNAYGv","YHx6ZCdJgEN","2"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Bonde Dispensary","13506","PC1rB9v8VAT","YHx6ZCdJgEN","1"
"BEc10GP3qWe","HTS_PNS_Eligible Contacts","201801","Bonde Dispensary","13506","N0Co2n1ZZOb","YHx6ZCdJgEN","2"
"BEc10GP3qWe","HTS_PNS_Eligible Contacts","201801","Bonde Dispensary","13506","Lp7FZlb0BjE","YHx6ZCdJgEN","5"
"BEc10GP3qWe","HTS_PNS_Eligible Contacts","201801","Bonde Dispensary","13506","QAofO5ENOqx","YHx6ZCdJgEN","2"
"BEc10GP3qWe","HTS_PNS_Eligible Contacts","201801","Bonde Dispensary","13506","utD0QzNAYGv","YHx6ZCdJgEN","2"
"BEc10GP3qWe","HTS_PNS_Eligible Contacts","201801","Bonde Dispensary","13506","PC1rB9v8VAT","YHx6ZCdJgEN","1"
"jpbC8lt3ytW","HTS_PNS_Contacts Tested","201801","Bonde Dispensary","13506","Lp7FZlb0BjE","YHx6ZCdJgEN","5"
"jpbC8lt3ytW","HTS_PNS_Contacts Tested","201801","Bonde Dispensary","13506","QAofO5ENOqx","YHx6ZCdJgEN","2"
"jpbC8lt3ytW","HTS_PNS_Contacts Tested","201801","Bonde Dispensary","13506","utD0QzNAYGv","YHx6ZCdJgEN","2"
"jpbC8lt3ytW","HTS_PNS_Contacts Tested","201801","Bonde Dispensary","13506","PC1rB9v8VAT","YHx6ZCdJgEN","1"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","u0FWZo019Sv","YHx6ZCdJgEN","2"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","cqeNHDfvMCk","YHx6ZCdJgEN","6"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","utD0QzNAYGv","YHx6ZCdJgEN","2"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","Or56mgfDUk7","YHx6ZCdJgEN","1"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","HPfbSoPMv1z","YHx6ZCdJgEN","2"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","n2N4p1azYe2","YHx6ZCdJgEN","2"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","x8iF42ops9M","YHx6ZCdJgEN","1"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","z1WprbfEdyb","YHx6ZCdJgEN","4"
"u7Bex9eAxCU","HTS_PNS_Index Clients Screened","201801","Katito Health Centre","14086","xHWxRTN8YNw","YHx6ZCdJgEN","1"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Katito Health Centre","14086","Lp7FZlb0BjE","YHx6ZCdJgEN","19"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Katito Health Centre","14086","M9dCwqeoTIs","YHx6ZCdJgEN","5"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Katito Health Centre","14086","u0FWZo019Sv","YHx6ZCdJgEN","2"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Katito Health Centre","14086","NY6PFPhOIRm","YHx6ZCdJgEN","4"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Katito Health Centre","14086","utD0QzNAYGv","YHx6ZCdJgEN","2"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Katito Health Centre","14086","Or56mgfDUk7","YHx6ZCdJgEN","1"
"fKjJkLNAT5V","HTS_PNS_Contacts Identified","201801","Katito Health Centre","14086","HPfbSoPMv1z","YHx6ZCdJgEN","2"
